STATEFP,UNSDLEA,GEOID,NAME,LSAD,LOGRADE,HIGRADE,MTFCC,SDTYP,FUNCSTAT,ALAND,AWATER,INTPTLAT,INTPTLON
26,22230,2622230,Mackinac Island Public Schools,00,KG,12,G5420,,E,11275178,60044057,+45.8784816,-084.6445415
26,22260,2622260,Mackinaw City Public Schools,00,KG,12,G5420,,E,89569538,45870071,+45.7436506,-084.6966042
26,22290,2622290,Madison Public Schools,00,PK,12,G5420,,E,6156630,0,+42.4881371,-083.0997835
26,22320,2622320,Madison School District,00,PK,12,G5420,,E,32796770,45761,+41.8661433,-084.0259536
26,22350,2622350,Mancelona Public Schools,00,KG,12,G5420,,E,356172020,20264438,+44.8947554,-085.0632923
26,22380,2622380,Manchester Community Schools,00,KG,12,G5420,,E,241828886,3313465,+42.1701229,-084.0452024
26,22410,2622410,Manistee Area Schools,00,KG,12,G5420,,E,190827004,867957776,+44.1560346,-086.3999352
26,22470,2622470,Manistique Area Schools,00,PK,12,G5420,,E,2169985036,1821192156,+45.9868991,-086.1734159
26,22500,2622500,Manton Consolidated Schools,00,KG,12,G5420,,E,376161137,1387816,+44.4330806,-085.3949857
26,22620,2622620,Maple Valley Schools,00,PK,12,G5420,,E,334292175,2743529,+42.6116448,-085.0559167
26,22740,2622740,Marcellus Community Schools,00,KG,12,G5420,,E,258838859,9864619,+42.0214275,-085.8608863
26,22800,2622800,Marion Public Schools,00,KG,12,G5420,,E,426613260,3204437,+44.0832291,-085.1214649
26,22860,2622860,Marlette Community Schools,00,KG,12,G5420,,E,375769048,2948848,+43.3652873,-083.0528641
26,22970,2622970,Marshall Public Schools,00,KG,12,G5420,,E,264805279,5509085,+42.2617703,-084.9720470
26,22980,2622980,Martin Public Schools,00,KG,12,G5420,,E,157620807,2977692,+42.5464499,-085.6379568
26,23040,2623040,Marysville Public Schools,00,KG,12,G5420,,E,86631267,2885377,+42.8972590,-082.5458386
26,23070,2623070,Mason Public Schools,00,KG,12,G5420,,E,279061498,1017584,+42.5806399,-084.4618860
26,23100,2623100,Mason Consolidated Schools,00,KG,12,G5420,,E,83314662,15675741,+41.7912330,-083.4860026
26,23130,2623130,Mason County Central Schools,00,KG,12,G5420,,E,586951603,1762784907,+44.0819018,-086.4495977
26,23160,2623160,Mason County Eastern Schools,00,KG,12,G5420,,E,344000005,6271644,+43.9623427,-086.1556192
26,23250,2623250,Mattawan Consolidated School,00,KG,12,G5420,,E,136985744,3971280,+42.2032742,-085.7517501
26,23280,2623280,Mayville Community School District,00,PK,12,G5420,,E,239971665,3912185,+43.3327475,-083.3579696
26,23310,2623310,McBain Rural Agricultural Schools,00,PK,12,G5420,,E,459413447,2139396,+44.2157866,-085.1409502
26,23460,2623460,Melvindale-North Allen Park School District,00,KG,12,G5420,,E,14508387,165580,+42.2786701,-083.1909625
26,23490,2623490,Memphis Community Schools,00,KG,12,G5420,,E,153871401,422553,+42.9199831,-082.7325176
26,23520,2623520,Mendon Community School District,00,KG,12,G5420,,E,140090548,4445312,+42.0156463,-085.4736736
26,23550,2623550,Menominee Area Public Schools,00,KG,12,G5420,,E,225886383,380746370,+45.2824501,-087.4549396
26,23580,2623580,Meridian Public Schools,00,KG,12,G5420,,E,237514814,11569954,+43.7377224,-084.3781368
26,23610,2623610,Merrill Community Schools,00,PK,12,G5420,,E,260453615,893626,+43.3806225,-084.3206034
26,23670,2623670,Mesick Consolidated Schools,00,KG,12,G5420,,E,508662571,8694916,+44.3849254,-085.7049736
26,23790,2623790,Michigan Center School District,00,KG,12,G5420,,E,37955855,3268943,+42.2293241,-084.3015944
26,23820,2623820,Midland Public Schools,00,KG,12,G5420,,E,351471691,7688397,+43.6769781,-084.2375149
26,23830,2623830,Mid Peninsula School District,00,KG,12,G5420,,E,839002181,3170169,+46.0899093,-087.1876611
26,23850,2623850,Milan Area Schools,00,PK,12,G5420,,E,216608625,1037846,+42.0814421,-083.6659692
26,23910,2623910,Millington Community Schools,00,KG,12,G5420,,E,242567597,2629107,+43.2593329,-083.5502496
26,24000,2624000,Mio-AuSable Schools,00,KG,12,G5420,,E,916862977,6373511,+44.6144915,-084.1578001
26,24120,2624120,Mona Shores Public School District,00,KG,12,G5420,,E,49979888,2717698,+43.1707311,-086.2512074
26,24150,2624150,Monroe Public Schools,00,KG,12,G5420,,E,211522907,7782332,+41.9373158,-083.4422926
26,24180,2624180,Montague Area Public Schools,00,PK,12,G5420,,E,238071125,12585372,+43.4799932,-086.3661485
26,24420,2624420,Montrose Community Schools,00,PK,12,G5420,,E,91190855,1806991,+43.1739397,-083.8771020
26,24570,2624570,Morenci Area Schools,00,KG,12,G5420,,E,190656154,351913,+41.7602365,-084.2158682
26,24600,2624600,Morley Stanwood Community Schools,00,KG,12,G5420,,E,409952922,8983893,+43.5510674,-085.4539971
26,24630,2624630,Morrice Area Schools,00,KG,12,G5420,,E,133129280,4473712,+42.8434626,-084.1404769
26,24690,2624690,Mount Clemens Community School District,00,PK,12,G5420,,E,15530551,409956,+42.5957668,-082.8830418
26,24720,2624720,Mount Morris Consolidated School District,00,KG,12,G5420,,E,73850756,390623,+43.1316170,-083.6789495
26,24750,2624750,Mount Pleasant City School District,00,KG,12,G5420,,E,343439317,1949913,+43.6349401,-084.7639347
26,24810,2624810,Munising Public Schools,00,KG,12,G5420,,E,795917076,3730778739,+46.5580045,-086.6799766
26,24840,2624840,Muskegon City School District,00,PK,12,G5420,,E,32493469,12034995,+43.2260837,-086.2617211
26,24870,2624870,Muskegon Heights School District,00,KG,12,G5420,,E,8189182,2456,+43.2019212,-086.2409625
26,24960,2624960,Napoleon Community Schools,00,KG,12,G5420,,E,112982559,8662466,+42.1704499,-084.2546994
26,25020,2625020,Negaunee Public Schools,00,PK,12,G5420,,E,290598688,11710871,+46.4635931,-087.5771990
26,25140,2625140,New Buffalo Area School District,00,KG,12,G5420,,E,59033486,683069,+41.7882743,-086.7226201
26,25230,2625230,New Haven Community Schools,00,PK,12,G5420,,E,123328523,367921,+42.7266076,-082.8449463
26,25290,2625290,New Lothrop Area Public School,00,PK,12,G5420,,E,148158765,1194876,+43.1392105,-083.9978847
26,25320,2625320,Newaygo Public School District,00,KG,12,G5420,,E,216928297,16191536,+43.4230285,-085.7187835
26,25350,2625350,Tahquamenon Area Schools,00,PK,12,G5420,,E,3194661347,2678241966,+46.6568412,-085.5946445
26,25400,2625400,N.I.C.E. Community Schools,00,KG,12,G5420,,E,1567471161,74201530,+46.4841316,-087.8974983
26,25560,2625560,Niles Community School District,00,PK,12,G5420,,E,180575594,4456625,+41.8592659,-086.2355160
26,25650,2625650,North Adams-Jerome Schools,00,KG,12,G5420,,E,165984486,2031908,+41.9783210,-084.4870283
26,25680,2625680,North Branch Area Schools,00,KG,12,G5420,,E,322017873,4356851,+43.2218537,-083.2180931
26,25740,2625740,Grosse Pointe Public Schools,00,KG,12,G5420,,E,28673575,77381964,+42.4443980,-082.8736621
26,25780,2625780,North Huron School District,00,KG,12,G5420,,E,339884613,2191059,+43.9758238,-082.9787818
26,25800,2625800,North Muskegon Public Schools,00,KG,12,G5420,,E,4514409,6785610,+43.2489350,-086.2873438
26,25920,2625920,Northport Public School District,00,KG,12,G5420,,E,123137871,3321822479,+45.4159580,-085.8502457
26,25950,2625950,Northview Public School District,00,PK,12,G5420,,E,34195700,2229462,+43.0334843,-085.5934178
26,25980,2625980,Northville Public Schools,00,KG,12,G5420,,E,66003891,1053051,+42.4252044,-083.5092953
26,26010,2626010,Northwest School District,00,PK,12,G5420,,E,266715563,4719060,+42.3619508,-084.4355198
26,26040,2626040,Norway-Vulcan Area Schools,00,PK,12,G5420,,E,620072528,11860678,+45.8024586,-087.8131984
26,26130,2626130,Novi Community School District,00,PK,12,G5420,,E,47287768,462707,+42.4776300,-083.4855641
26,26190,2626190,Oak Park City School District,00,KG,12,G5420,,E,11276538,0,+42.4587914,-083.1870572
26,26220,2626220,Oakridge Public Schools,00,PK,12,G5420,,E,87171546,10115783,+43.2568371,-086.0825214
26,26280,2626280,Okemos Public Schools,00,KG,12,G5420,,E,58227618,647500,+42.7032903,-084.4219961
26,26370,2626370,Olivet Community Schools,00,KG,12,G5420,,E,278755456,1822483,+42.4412023,-084.8938371
26,26400,2626400,Onaway Area Community School District,00,KG,12,G5420,,E,1027232133,31860007,+45.3742823,-084.1949471
26,26490,2626490,Onekama Consolidated Schools,00,KG,12,G5420,,E,200643568,1164294933,+44.3303075,-086.2806795
26,26520,2626520,Onsted Community Schools,00,KG,12,G5420,,E,236781625,10398519,+41.9938359,-084.1794447
26,26550,2626550,Ontonagon Area Schools,00,KG,12,G5420,,E,1764246773,6255930157,+46.8395681,-089.5032333
26,26760,2626760,Orchard View Schools,00,KG,12,G5420,,E,35446359,229626,+43.2363908,-086.1777322
26,26940,2626940,Dollar Bay-Tamarack City Area Schools,00,KG,12,G5420,,E,61615040,19927993,+47.1341040,-088.4666085
26,26970,2626970,Oscoda Area Schools,00,KG,12,G5420,,E,896726933,1602705616,+44.4073387,-083.3204196
26,27060,2627060,Otsego Public Schools,00,PK,12,G5420,,E,210427662,2246408,+42.4103052,-085.7197813
26,27150,2627150,Ovid-Elsie Area Schools,00,KG,12,G5420,,E,391703030,2779556,+43.0515156,-084.3786732
26,27180,2627180,Owendale-Gagetown Area Schools,00,KG,12,G5420,,E,158802495,284457,+43.6920170,-083.2764068
26,27210,2627210,Owosso Public Schools,00,KG,12,G5420,,E,270784713,4073819,+43.0207065,-084.2008037
26,27240,2627240,Oxford Area Community Schools,00,KG,12,G5420,,E,193220944,7308886,+42.8499134,-083.2405940
26,27420,2627420,Parchment School District,00,KG,12,G5420,,E,37631325,286610,+42.3445619,-085.5642967
26,27660,2627660,Paw Paw Public School District,00,PK,12,G5420,,E,198855857,6584955,+42.2400038,-085.8929158
26,27690,2627690,Peck Community School District,00,KG,12,G5420,,E,172327210,28020,+43.2636547,-082.8121536
26,27720,2627720,Pellston Public Schools,00,KG,12,G5420,,E,583773213,61255735,+45.6088557,-084.8319344
26,27810,2627810,Pennfield School District,00,KG,12,G5420,,E,106117274,2815590,+42.3818180,-085.1137813
26,27840,2627840,Pentwater Public School District,00,KG,12,G5420,,E,89777643,518128827,+43.7331522,-086.4733531
26,27900,2627900,Perry Public School District,00,PK,12,G5420,,E,179922825,5907183,+42.8178549,-084.2584923
26,27930,2627930,Petoskey Public Schools,00,KG,12,G5420,,E,427354761,19799320,+45.3125022,-084.8634944
26,27960,2627960,Pewamo-Westphalia Community School District,00,KG,12,G5420,,E,210737988,1278350,+42.9517725,-084.8108438
26,28020,2628020,Pickford Public Schools,00,KG,12,G5420,,E,546584914,83709850,+46.1434260,-084.3112457
26,28140,2628140,Pinckney Community Schools,00,KG,12,G5420,,E,167969087,13891168,+42.4665175,-083.9237432
26,28170,2628170,Pinconning Area Schools,00,KG,12,G5420,,E,497372950,38999781,+43.8325727,-084.0754310
26,28200,2628200,Pine River Area Schools,00,KG,12,G5420,,E,777757018,6908181,+44.0550212,-085.5509024
26,28500,2628500,Pittsford Area Schools,00,KG,12,G5420,,E,204781737,1450407,+41.8427432,-084.4788731
26,28530,2628530,Plainwell Community Schools,00,PK,12,G5420,,E,171317555,1663187,+42.4370479,-085.6001670
26,28560,2628560,Plymouth-Canton Community Schools,00,KG,12,G5420,,E,156157731,555436,+42.3469691,-083.5167233
26,28740,2628740,Pontiac City School District,00,PK,12,G5420,,E,99370119,3883908,+42.6603696,-083.2788607
26,28810,2628810,Port Hope Community Schools,00,KG,12,G5420,,E,131743914,226292,+43.9541885,-082.7759077
26,28830,2628830,Port Huron Area School District,00,PK,12,G5420,,E,304605188,4978684,+43.0175010,-082.5322872
26,28890,2628890,Houghton-Portage Township Schools,00,KG,12,G5420,,E,246340155,11753929,+46.9684959,-088.6351959
26,28950,2628950,Portage Public Schools,00,KG,12,G5420,,E,103987540,6955297,+42.2051870,-085.5861310
26,29120,2629120,Portland Public School District,00,KG,12,G5420,,E,282588862,6532082,+42.8483643,-084.9068380
26,29130,2629130,Posen Consolidated School District,00,KG,12,G5420,,E,398942015,17277489,+45.2843185,-083.6684178
26,29160,2629160,Potterville Public Schools,00,PK,12,G5420,,E,40426678,867503,+42.6442935,-084.7312159
26,29220,2629220,North Central Area Schools,00,KG,12,G5420,,E,701583746,2255543,+45.8182428,-087.5530703
26,29250,2629250,Quincy Community School District,00,PK,12,G5420,,E,275010310,4219077,+41.9193965,-084.8683970
26,29340,2629340,Rapid River Public Schools,00,KG,12,G5420,,E,758493242,873257712,+45.7704310,-086.9134545
26,29370,2629370,Ravenna Public Schools,00,PK,12,G5420,,E,228206180,2704512,+43.1985643,-085.9628236
26,29400,2629400,Reading Community Schools,00,KG,12,G5420,,E,200845748,3801290,+41.8433161,-084.7767855
26,29460,2629460,Redford Union School District,00,KG,12,G5420,,E,14540088,4823,+42.4153483,-083.2983531
26,29490,2629490,Reed City Area Public Schools,00,KG,12,G5420,,E,555126270,4516737,+43.8618661,-085.5182656
26,29520,2629520,Reese Public Schools,00,PK,12,G5420,,E,219399494,244695,+43.4737445,-083.7081649
26,29540,2629540,Reeths-Puffer Schools,00,PK,12,G5420,,E,192973276,4301224,+43.3058371,-086.2500182
26,29580,2629580,Republic-Michigamme Schools,00,KG,12,G5420,,E,702785936,45093322,+46.5137723,-088.0152854
26,29670,2629670,Richmond Community Schools,00,PK,12,G5420,,E,183894678,1064831,+42.8196751,-082.7371803
26,29760,2629760,River Rouge School District,00,KG,12,G5420,,E,7331536,1536824,+42.2743459,-083.1241616
26,29790,2629790,River Valley School District,00,PK,12,G5420,,E,208540943,1399672,+41.8476364,-086.5780666
26,29910,2629910,Riverview Community School District,00,KG,12,G5420,,E,14334172,277594,+42.1738498,-083.1916345
26,29940,2629940,Rochester Community School District,00,KG,12,G5420,,E,159929474,2792299,+42.7019977,-083.1452266
26,30030,2630030,Rockford Public Schools,00,KG,12,G5420,,E,217797540,8847562,+43.1043786,-085.5155753
26,30060,2630060,Rogers City Area Schools,00,KG,12,G5420,,E,480857440,7118542,+45.3462719,-083.9070795
26,30090,2630090,Romeo Community Schools,00,KG,12,G5420,,E,218907705,2800689,+42.7906014,-083.0291191
26,30120,2630120,Romulus Community Schools,00,PK,12,G5420,,E,90247559,890506,+42.2285999,-083.3614903
26,30210,2630210,Roseville Community Schools,00,PK,12,G5420,,E,23605794,74007,+42.5067504,-082.9363471
26,30300,2630300,Royal Oak City School District,00,PK,12,G5420,,E,31803136,12002,+42.5089951,-083.1546100
26,30360,2630360,Rudyard Area Schools,00,KG,12,G5420,,E,1025255877,14261114,+46.2241958,-084.7867885
26,30390,2630390,Saginaw City School District,00,PK,12,G5420,,E,84003089,3074430,+43.4154207,-083.9342135
26,30450,2630450,Saginaw Township Community Schools,00,PK,12,G5420,,E,64125575,988909,+43.4494941,-084.0222545
26,30480,2630480,North Dickinson County Schools,00,KG,12,G5420,,E,1294205295,18361471,+46.1060879,-087.9024565
26,30660,2630660,Saline Area Schools,00,PK,12,G5420,,E,246713556,1211993,+42.1654107,-083.8141835
26,30780,2630780,Sand Creek Community Schools,00,KG,12,G5420,,E,202936541,280902,+41.7951529,-084.0757783
26,30840,2630840,Sandusky Community School District,00,KG,12,G5420,,E,396280686,208555,+43.4290095,-082.8663331
26,30930,2630930,Saranac Community Schools,00,KG,12,G5420,,E,183885220,2826452,+42.9300510,-085.2069820
26,30960,2630960,Saugatuck Public Schools,00,PK,12,G5420,,E,54237171,3044163,+42.6714786,-086.1865841
26,30990,2630990,Sault Ste. Marie Area Schools,00,PK,12,G5420,,E,561729473,139658660,+46.3835767,-084.2747496
26,31020,2631020,Schoolcraft Community Schools,00,KG,12,G5420,,E,129373821,2449516,+42.1173118,-085.6759993
26,31320,2631320,Shelby Public Schools,00,KG,12,G5420,,E,372597541,997803566,+43.6141883,-086.5358261
26,31380,2631380,Shepherd Public School District,00,KG,12,G5420,,E,290179385,1041639,+43.5314949,-084.7173631
26,32220,2632220,South Lake Schools,00,KG,12,G5420,,E,10931217,503839,+42.4600234,-082.9028495
26,32250,2632250,South Lyon Community Schools,00,PK,12,G5420,,E,202763692,4467002,+42.4479401,-083.6355462
26,32280,2632280,South Redford School District,00,KG,12,G5420,,E,14073842,4066,+42.3733604,-083.2927594
26,32300,2632300,South Haven Public Schools,00,KG,12,G5420,,E,185257776,1080088,+42.4154791,-086.2153287
26,32310,2632310,Southfield Public School District,00,PK,12,G5420,,E,67936857,14814,+42.4772493,-083.2625479
26,32340,2632340,Southgate Community School District,00,KG,12,G5420,,E,18703426,12035,+42.2049746,-083.2065107
26,32370,2632370,Sparta Area Schools,00,KG,12,G5420,,E,187693333,2943880,+43.1519272,-085.7368340
26,32550,2632550,Spring Lake Public Schools,00,PK,12,G5420,,E,83205279,7739441,+43.0682101,-086.1096708
26,32610,2632610,Springport Public Schools,00,KG,12,G5420,,E,257704906,4849827,+42.3568987,-084.6814298
26,32640,2632640,St. Charles Community Schools,00,KG,12,G5420,,E,177416692,3812530,+43.3002055,-084.1634282
26,32670,2632670,Lake Shore Public Schools,00,KG,12,G5420,,E,11407592,57975,+42.5220505,-082.8938183
26,32820,2632820,St. Johns Public Schools,00,PK,12,G5420,,E,527877747,1730947,+42.9797211,-084.5734344
26,32850,2632850,St. Joseph Public Schools,00,PK,12,G5420,,E,41909755,1929824,+42.0607758,-086.4568430
26,32880,2632880,St. Louis Public Schools,00,PK,12,G5420,,E,222212659,2532653,+43.4588640,-084.5783590
26,32910,2632910,West Iron County Public Schools,00,PK,12,G5420,,E,1438016935,47757568,+46.2196502,-088.7490293
26,32940,2632940,Standish-Sterling Community School District,00,PK,12,G5420,,E,551372482,322558779,+43.9902914,-083.9210759
26,33000,2633000,Stephenson Area Public Schools,00,PK,12,G5420,,E,1013120870,376818425,+45.4268760,-087.4843762
26,33030,2633030,Stockbridge Community Schools,00,KG,12,G5420,,E,324717703,8197157,+42.4423813,-084.1792809
26,33090,2633090,Sturgis Public Schools,00,KG,12,G5420,,E,171668272,4897887,+41.8028372,-085.4145721
26,33120,2633120,Summerfield School District,00,KG,12,G5420,,E,108942084,904656,+41.8826610,-083.7036799
26,33360,2633360,Suttons Bay Public Schools,00,KG,12,G5420,,E,123499625,90412357,+44.9439904,-085.6410419
26,33410,2633410,Swan Valley School District,00,PK,12,G5420,,E,80603642,7428125,+43.3828173,-084.0669760
26,33420,2633420,Swartz Creek Community Schools,00,KG,12,G5420,,E,185025361,262722,+42.9379751,-083.8360951
26,33510,2633510,Tawas Area Schools,00,KG,12,G5420,,E,434128132,2024280924,+44.3358920,-083.3460943
26,33540,2633540,Taylor School District,00,PK,12,G5420,,E,67010326,109140,+42.2226675,-083.2787209
26,33720,2633720,Tecumseh Public Schools,00,KG,12,G5420,,E,201033756,1648120,+42.0020394,-083.9566052
26,33750,2633750,Tekonsha Community Schools,00,KG,12,G5420,,E,130150133,2738263,+42.1120663,-084.9903530
26,33810,2633810,Thornapple Kellogg School District,00,PK,12,G5420,,E,292391870,10785125,+42.6973873,-085.4487100
26,33840,2633840,Three Rivers Community Schools,00,PK,12,G5420,,E,294709141,14576478,+41.9795526,-085.6759423
26,33870,2633870,Traverse City Area Public Schools,00,KG,12,G5420,,E,690731055,350636399,+44.7923079,-085.5865043
26,33900,2633900,Trenton Public Schools,00,PK,12,G5420,,E,15860498,573390,+42.1351157,-083.1957699
26,33930,2633930,Tri County Area Schools,00,KG,12,G5420,,E,318760531,10371851,+43.3718605,-085.5234431
26,34260,2634260,Troy School District,00,PK,12,G5420,,E,68621388,415720,+42.5838824,-083.1455329
26,34380,2634380,Ubly Community Schools,00,KG,12,G5420,,E,444690222,319804,+43.6897419,-082.8885138
26,34410,2634410,Union City Community Schools,00,KG,12,G5420,,E,255964890,4469561,+42.0630676,-085.1347832
26,34440,2634440,Unionville-Sebewaing Area School District,00,KG,12,G5420,,E,305710117,392139920,+43.6641929,-083.4962877
26,34470,2634470,Utica Community Schools,00,PK,12,G5420,,E,171572239,2968358,+42.6461116,-083.0281777
26,34560,2634560,Van Buren Public Schools,00,KG,12,G5420,,E,140756482,6252064,+42.2064310,-083.4869050
26,34620,2634620,Vanderbilt Area Schools,00,KG,12,G5420,,E,348066804,4167782,+45.1511339,-084.5732837
26,34650,2634650,Vandercook Lake Public Schools,00,KG,12,G5420,,E,12834656,778385,+42.1941920,-084.3855013
26,34680,2634680,Van Dyke Public Schools,00,KG,12,G5420,,E,12711565,2622,+42.4640696,-083.0081556
26,34710,2634710,Vassar Public Schools,00,KG,12,G5420,,E,218290246,1768686,+43.3759014,-083.5686496
26,34920,2634920,Vestaburg Community Schools,00,KG,12,G5420,,E,173923704,1622854,+43.4046260,-084.9103437
26,34950,2634950,Vicksburg Community Schools,00,PK,12,G5420,,E,268090453,11793445,+42.1211946,-085.4656947
26,35010,2635010,Wakefield-Marenisco School District,00,PK,12,G5420,,E,1292078081,42372165,+46.4505755,-089.7143807
26,35040,2635040,Waldron Area Schools,00,KG,12,G5420,,E,151943801,945423,+41.7458628,-084.4287389
26,35130,2635130,Walkerville Rural Community School District,00,PK,12,G5420,,E,271766921,22910137,+43.7539793,-086.0505413
26,35160,2635160,Walled Lake Consolidated Schools,00,PK,12,G5420,,E,128515464,12838190,+42.5593235,-083.4699015
26,35190,2635190,Warren Consolidated Schools,00,KG,12,G5420,,E,78149486,334871,+42.5349303,-083.0454193
26,35220,2635220,Warren Woods Public Schools,00,KG,12,G5420,,E,12875698,2276,+42.4999433,-082.9850915
26,35310,2635310,Waterford School District,00,KG,12,G5420,,E,88460034,14380101,+42.6595589,-083.3937836
26,35340,2635340,Watersmeet Township School District,00,KG,12,G5420,,E,659909389,59529251,+46.2516551,-089.2107233
26,35460,2635460,Watervliet School District,00,KG,12,G5420,,E,93943959,3660205,+42.1479025,-086.2550244
26,35520,2635520,Waverly Community Schools,00,PK,12,G5420,,E,42609790,1129439,+42.7355052,-084.6242545
26,35550,2635550,Wayland Union Schools,00,KG,12,G5420,,E,225843774,6005388,+42.6769327,-085.6342523
26,35730,2635730,Webberville Community Schools,00,KG,12,G5420,,E,102311573,290515,+42.6705545,-084.1847490
26,35820,2635820,West Bloomfield School District,00,KG,12,G5420,,E,33834551,9550906,+42.5764889,-083.3778893
26,35850,2635850,West Branch-Rose City Area Schools,00,KG,12,G5420,,E,1319243657,21186137,+44.3281655,-084.1891148
26,35910,2635910,West Ottawa Public School District,00,PK,12,G5420,,E,183743886,5789790,+42.8539067,-086.1347047
26,35940,2635940,Western School District,00,PK,12,G5420,,E,173871820,1226234,+42.2641997,-084.5672484
26,35970,2635970,Westwood Heights Schools,00,PK,12,G5420,,E,25624590,18890,+43.0679431,-083.7570081
26,36060,2636060,White Cloud Public Schools,00,PK,12,G5420,,E,519196157,38147412,+43.6054212,-085.7351339
26,36120,2636120,White Pigeon Community Schools,00,KG,12,G5420,,E,141665415,10608064,+41.7932622,-085.6717518
26,36240,2636240,Whitefish Township Schools,00,KG,12,G5420,,E,625472092,93150256,+46.6062175,-085.1141883
26,36270,2636270,Whiteford Agricultural School District,00,PK,12,G5420,,E,110842071,1169829,+41.7718088,-083.7203858
26,36300,2636300,Whitehall School District,00,PK,12,G5420,,E,149352643,13415560,+43.3877564,-086.3017862
26,36330,2636330,Whitmore Lake Public Schools,00,KG,12,G5420,,E,61536127,3291502,+42.3913102,-083.7464743
26,36390,2636390,Whittemore-Prescott Area Schools,00,KG,12,G5420,,E,421810405,6303670,+44.2158194,-083.8944050
26,36420,2636420,Williamston Community Schools,00,KG,12,G5420,,E,152379172,1021210,+42.6882106,-084.2973412
26,36450,2636450,Willow Run Community Schools,00,PK,12,G5420,,E,41220626,312995,+42.2845580,-083.5711750
26,36480,2636480,Wolverine Community Schools,00,KG,12,G5420,,E,420192793,4226756,+45.2644278,-084.5545039
26,36485,2636485,Woodhaven-Brownstown School District,00,KG,12,G5420,,E,55318920,83966,+42.1459547,-083.2712506
26,36540,2636540,Wyandotte City School District,00,KG,12,G5420,,E,13708642,4414263,+42.2106735,-083.1572083
26,36570,2636570,Wyoming Public Schools,00,KG,12,G5420,,E,28640887,320215,+42.8994008,-085.7072379
26,36600,2636600,Yale Public Schools,00,KG,12,G5420,,E,403208619,2040686,+43.0808357,-082.7461941
26,36630,2636630,Ypsilanti School District,00,PK,12,G5420,,E,60970638,2108760,+42.2487353,-083.6268492
26,36660,2636660,Zeeland Public Schools,00,KG,12,G5420,,E,246191996,502289,+42.8461871,-085.9944890
26,99997,2699997,School District Not Defined,00,PK,12,G5420,,F,76626,23541910095,+43.6990473,-083.5069481
